ID;PLZ;Region;Strassenname;Anzahl_Mitarbeiter;Jahresumsatz;Verkaufsflaeche
1168;35216;Biedenkopf;Hospitalstr. 76;49056;24528;220752
1169;38678;Clausthal-Zellerfeld;Bauhofstr. 21-25;105210;35070;210420
1170;38159;Vechelde;Bodelschwinghstr. 5;37440;18720;131040
1171;34576;Homberg/ Efze;Hersfelder Str. 26;98364;32788;196728
1172;35236;Breidenbach;Hauptstr. 79-81;9376;4688;28128
1173;34286;Spangenberg;Melsunger Str. 28;45747;15249;152490
1174;38644;Goslar-Baßgeige;Bornhardtstr. 15;14088;4696;32872
1175;37412;Herzberg/ Harz;Bennekuhlenweg 1;77550;25850;258500
1176;37115;Duderstadt;Max-Näder-Str. 6;70560;35280;282240
1177;37242;Bad Sooden-Allendorf;Werrastr. 1-3;56496;18832;112992
1178;38640;Goslar-Oker;Okerstr. 21;30628;15314;153140
1179;35232;Dautphe;Gladenbacher Str. 40;70740;23580;117900
1180;38239;Salzgitter-Thiede;Schäferwiese 3;66080;33040;264320
1181;37308;Heilbad Heiligenstadt;Oststr. 1;35430;17715;141720
1182;38179;Schwülper;Hauptstr. 2;47280;23640;118200
1183;35041;Marburg-Wehrda;Industriestr. 7;74529;24843;149058
1184;35041;Marburg-Wehrda;Tom-Mutters-Str. 7;59200;29600;296000
1185;38539;Müden/ Aller;Hauptstr. 7;26070;13035;104280
1186;34613;Schwalmstadt-Ziegenhain;Wiederholdstr. 42;7116;3558;35580
1187;38120;Braunschweig-West;Donauknoten 9;17805;5935;47480
1188;38120;Braunschweig-West;Münchenstr. 51;59400;29700;237600
1189;38304;Wolfenbüttel;Adersheimer Str. 62;4756;2378;21402
1190;38114;Braunschweig;Hildesheimer Str. 25;10710;3570;21420
1191;38114;Braunschweig;Celler Str. 81;23820;11910;71460
1192;38302;Wolfenbüttel;Neuer Weg 29;47680;23840;190720
1193;38315;Schladen;Hermann-Muller-str. 1;33404;16702;133616
1194;35274;Kirchhain;Niederrheinische Str. 60;52536;26268;262680
1195;35037;Marburg;Universitätsstr. 15;68115;22705;181640
1196;38126;Braunschweig;Borsigstr. 30;89700;29900;209300
1197;35279;Neustadt/ Hessen;Am Ringelhain 1;10773;3591;28728
1198;38106;Braunschweig;Bültenweg 39;45524;22762;227620
1199;38690;Vienenburg;Goslarer Str. 12;59950;29975;239800
1200;35260;Stadtallendorf;Bahnhofstr. 11;86400;28800;201600
1201;38126;Braunschweig;Am Hauptgüterbahnhof 1;14412;7206;43236
1202;37431;Bad Lauterberg;Bahnhofstr. 9-11;39666;13222;118998
1203;35043;Marburg-Cappel;Marburger Str. 90;55338;27669;193683
1204;38108;Braunschweig-Querum;Bevenroder Str. 2;57792;19264;134848
1205;37269;Eschwege;Bahnhofstr. 19;83145;27715;221720
1206;35075;Gladenbach;Gießener Str. 2;18090;6030;42210
1207;35080;Bad Endbach;Am Bewegungsbad 1A;101388;33796;236572
1208;37327;Leinefelde;Birkunger Str. 31;31408;15704;78520
1209;38518;Gifhorn;Braunschweiger Str. 112;54405;18135;126945
1210;36205;Sontra;Niedertor 1;4840;2420;14520
1211;38162;Cremlingen;Im Moorbusche 5;18165;6055;54495
1212;38550;Isenbüttel;Moorstr. 2B;87264;29088;145440
1213;35708;Haiger;Bahnhofstr. 10-16;26686;13343;66715
1214;35683;Dillenburg;Herwigstr. 28;72840;24280;121400
1215;38871;Ilsenburg;Harzburger Str. 28-30;25515;8505;85050
1216;36179;Bebra;Hersfelder Str. 11;19456;9728;77824
1217;35315;Homberg/ Ohm;Ohmstr. 4;68152;34076;340760
1218;35745;Herborn;Burger Landstr. 62-64;43848;21924;109620
1219;36251;Bad Hersfeld;Homberger Str. 140E;65826;21942;175536
1220;36304;Alsfeld;Grünberger Str. 83;47580;15860;142740
1221;38170;Schöppenstedt;Neue Str. 3;76923;25641;179487
1222;36251;Bad Hersfeld;Friedloser Str. 19;19552;9776;97760
1223;35745;Herborn;Gewerbepark Untere Au 11;66042;33021;264168
1224;38442;Wolfsburg-Fallersleben;Am neuen Tor 9;46512;23256;116280
1225;38554;Weyhausen;An der Klanze 19;17150;8575;60025
1226;35457;Lollar;Rothweg 9;34328;17164;137312
1227;38440;Wolfsburg-Laagberg;Breslauer Str. 209;18405;6135;61350
1228;36272;Niederaula;Hersfelder str. 20;14736;7368;51576
1229;38154;Königslutter;Am Kupfermühlenberg 3B;106923;35641;213846
1230;38855;Wernigerode;Benzingeröder Chaussee 6;29520;9840;49200
1231;35630;Ehringshausen-Katzenfurt;Ober der Reinwies 1;73860;36930;332370
1232;35396;Gießen;Sudetenlandstr. 2;14784;4928;49280
1233;35398;Gießen;Rodheimer Str. 100;27126;13563;81378
1234;35394;Gießen;Georg-Elser-Str. 1+3;56764;28382;141910
1235;35614;Aßlar;Walbergraben 2;74100;24700;123500
1236;38448;Wolfsburg-Vorsfelde;An der Meine 6;54384;27192;163152
1237;35305;Grünberg;Gießener Str. 55;74220;37110;371100
1238;35390;Gießen;Schiffenberger Weg 66;24760;12380;111420
1239;35394;Gießen;Raiffeisenstr. 1;96642;32214;193284
1240;35576;Wetzlar-Niedergirmes;Carolinenhütte 15;57040;28520;285200
1241;38364;Schöningen;Hoiersdorfer Str. 4;2482;1241;12410
1242;35606;Solms;Heinrich-Baumann-Str. 6;29808;14904;74520
1243;35578;Wetzlar;Westendstr. 1;7458;2486;19888
1244;36341;Lauterbach/ Hessen;Umgehungsstr. 35;67176;22392;223920
1245;35578;Wetzlar;Hörnsheimer Eck 1-3;34860;17430;174300
1246;35440;Linden;Robert-Bosch-Str. 12;12460;6230;37380
1247;36110;Schlitz;Bahnhofstr. 37;108489;36163;216978
1248;35415;Pohlheim-Watzenborn;Neue Mitte 27;37440;18720;131040
1249;38889;Blankenburg;Westerhäuser Str. 35;86181;28727;172362
1250;38350;Helmstedt;Emmerstedter Str. 23;90000;30000;240000
1251;35321;Laubach;Philipp-Reis-Str. 4;30024;10008;100080
1252;35619;Braunfels;Wetzlarerstr. 6;112680;37560;225360
1253;35423;Lich;Ringstr. 33;57638;28819;201733
1254;38350;Helmstedt;Magdeburger Tor 15B;2508;1254;8778
1255;35428;Langgöns;St.Ulrich-Ring 16;10040;5020;50200
1256;38820;Halberstadt;Tschaikowskistr. 10;12560;6280;31400
1257;38465;Brome;Bahnhofstr. 26-28;2514;1257;7542
1258;35781;Weilburg;Kubacher Weg 6;57868;28934;231472
1259;35410;Hungen;Auf der Landwehr 5;62950;31475;314750
1260;36137;Großenlüder;An der Aspe;15120;5040;40320
1261;35510;Butzbach;John-F.-Kennedy-Str. 1;71877;23959;215631
1262;35510;Butzbach;Elsa-Brandström-Str. 1;53004;17668;141344
1263;36433;Bad Salzungen;Rhönstr. 25;11367;3789;18945
1264;36039;Fulda-Niesig;Niesiger Str. 163;41712;13904;125136
1265;39387;Oschersleben;Damaschkeweg 7;106260;35420;283360
1266;36043;Fulda-Südend;Frankfurter Str. 10;11394;3798;26586
1267;36043;Fulda;Petersberger Str. 190;48146;24073;216657
1268;36093;Künzell-Dirlos;Landweg 2/ Ecke Turmstraße;57060;19020;133140
1269;38486;Klötze;Salzwedeler Str. 4;106596;35532;248724
1270;36124;Eichenzell;Rhönhof 14;33020;16510;82550
1271;36119;Neuhof;Fuldaer Str. 31A;76260;38130;190650
1272;36115;Hilders;Aue 16;73776;36888;295104
1273;39164;Wanzleben;Lindenpromenade 7;71288;35644;285152
1274;36381;Schlüchtern;Gartenstr. 31;38220;12740;114660
1275;39638;Gardelegen;Klammstieg 3;91800;30600;306000
1276;39130;Magdeburg-Olvenstedt;Rennebogen 177;51040;25520;255200
1277;39128;Magdeburg;Rennebogen 177;88113;29371;146855
1278;39112;Magdeburg-Sudenburg;Halberstädter Str. 179;38340;19170;134190
1279;39108;Magdeburg-Stadtfeld Ost;Große Diesdorfer Str. 210;69066;34533;172665
1280;39418;Staßfurt-Mitte;Förderstedter Str. 32;42240;14080;84480
1281;39179;Barleben;Ebendorfer Str. 19;2562;1281;6405
1282;39120;Magdeburg;Salbker Str. 2;115380;38460;230760
1283;39128;Magdeburg-Neustädter Feld;Thietmarstr. 17;88527;29509;236072
1284;39326;Wolmirstedt;Samsweger Str. 16;15408;7704;69336
1285;39122;Magdeburg-Fermersleben;Schönebecker Str. 75;11565;3855;38550
1286;39106;Magdeburg-Alte Neustadt;Rogätzer Str. 25;15432;5144;51440
1287;39122;Magdeburg-Salbke;Alt-Salbke 49;81081;27027;189189
1288;39114;Magdeburg-Brückfeld;Berliner Chaussee 48/50;38640;12880;128800
1289;39218;Schönebeck;Friedrichstr. 97;61872;20624;164992
1290;39240;Calbe;Magdeburger Str. 84;74820;37410;187050
1291;39245;Gommern;Magdeburger Straße;112317;37439;224634
1292;39517;Tangerhütte;Schönwalder Str. 5/7;77520;25840;155040
1293;39288;Burg-Zentrum;Magdeburger Chaussee 41;34911;11637;116370
1294;39576;Stendal-Stadtsee;Erich-Weinert-Str. 23;33644;16822;134576
1295;39606;Osterburg;Bismarker Str. 36;12950;6475;51800
1296;39576;Stendal-Ost;Arneburger Str. 20;15552;5184;36288
1297;39590;Tangermünde;Arneburger Str. 116;15564;5188;46692
1298;39261;Zerbst;Lusoer Str. 42;15576;7788;62304
1299;39307;Genthin;Geschwister-Scholl-Str. 5;81837;27279;190953
1300;49328;Melle-Bruchmühlen;Spenger Str. 8;97500;32500;292500
1301;49324;Melle-Gerden;Industriestr. 3;18214;9107;45535
1302;49324;Melle-Mitte;Oldendorfer Str. 44;41664;20832;187488
1303;49214;Bad Rothenfelde;Bahnhofstr. 50;5212;2606;18242
1304;49196;Bad Laer;Up de Heuchte 5;59984;29992;179952
1305;49152;Bad Essen;Gartenstr. 74;44370;22185;177480
1306;48336;Sassenberg;Schürenstr. 51;66606;22202;155414
1307;49219;Glandorf;Sudendorfer Esch 3;31368;15684;141156
1308;49124;Georgsmarienhütte-Oesede;Klöcknerstr. 27;43164;14388;71940
1309;49163;Bohmte;Bremer Str. 35;54978;27489;247401
1310;49179;Ostercappeln;Bremer Str. 46;23580;11790;106110
1311;48231;Warendorf;Andreasstr. 22;15732;5244;52440
1312;49082;Osnabrück-Nahne;Iburger Str. 225;78720;26240;209920
1313;49084;Osnabrück-Schinkel;Mindener Str. 108;2626;1313;11817
1314;49084;Osnabrück-Fledder;Hannoversche Str. 19;21024;10512;52560
1315;49191;Belm;Weberstr. 3;65750;32875;328750
1316;49124;Georgsmarienhütte-Holzhausen;Im Loh 44;51324;17108;102648
1317;49088;Osnabrück-Dodesheide;Mönkedieckstr. 11-13;23706;11853;118530
1318;49078;Osnabrück-Hellern;Hans-Wunderlich-Str. 2;71172;23724;118620
1319;49170;Hagen;Natruper Str. 62-64;58036;29018;174108
1320;49090;Osnabrück-Hafen;Pagenstecher Str. 96;39600;19800;118800
1321;49525;Lengerich;Fritz-Reuter-Str. 1-5;31704;15852;95112
1322;49492;Westerkappeln;Am Velper Mühlenbach 6;27762;9254;74032
1323;48291;Telgte;Orkotten 21;63504;21168;190512
1324;48291;Telgte;Orkotten 46/48;52960;26480;185360
1325;48324;Sendenhorst;Hoetmarer Str. 12;7950;3975;23850
1326;49492;Westerkappeln;Heerstr. 2;87516;29172;233376
1327;49565;Bramsche;Lindenstr. 62;66350;33175;331750
1328;48157;Münster-Handorf;Dorbaumstr. 108;115536;38512;192560
1329;49419;Wagenfeld;Sparkassenweg 7;45186;22593;203337
1330;48167;Münster-Wolbeck;Hiltruper Str. 24;34580;17290;172900
1331;49401;Damme;Hunteburger Str. 18-20;63888;21296;170368
1332;49497;Mettingen;Westerkappelner Str. 20;13320;6660;66600
1333;49434;Neuenkirchen-Vörden;Hakenstr. 2;23994;7998;71982
1334;48317;Drensteinfurt;Sendenhorster str. 12;108054;36018;252126
1335;49477;Ibbenbüren-Schafberg;Osnabrücker Str. 97;32040;16020;96120
1336;48153;Münster-Zentrum;Friedrich-Ebert-Str. 17;16032;5344;37408
1337;48153;Münster;Robert-Bosch-str. 2;40110;20055;140385
1338;48153;Münster-Geist;Hammer Str. 151;4014;1338;10704
1339;48268;Greven;Saerbecker Str. 10-12;5356;2678;13390
1340;48369;Saerbeck;Bevergerner Damm 1;52260;17420;139360
1341;48159;Münster-Kinderhaus;Fresnostr. 16;52299;17433;139464
1342;48149;Muenster;Fresnostr. 16;45628;22814;228140
1343;49477;Ibbenbüren-Schierloh;Gravenhorster Str. 126;10744;5372;48348
1344;48165;Münster-Hiltrup;Westfalenstr. 130A;40320;20160;120960
1345;48159;Münster-Zentrum;York-Ring 22;45730;22865;205785
1346;49356;Diepholz;Carl-Schwarze-Str. 1;28266;9422;75376
1347;48159;Münster-Kinderhaus;Westhoffstr. 138;92943;30981;309810
1348;49439;Steinfeld;Lohner Str. 4;53920;26960;161760
1349;48149;Münster-Gievenbeck;Arnheimweg 9;8094;4047;32376
1350;48161;Muenster;Arnheimweg 9;48600;24300;194400
1351;48163;Münster-Mecklenbeck;Dingbängerweg 47;60795;20265;182385
1352;49509;Recke;Klosterstr. 1;78416;39208;313664
1353;48268;Greven-Reckenfeld;Kanalstr. 2;62238;31119;248952
1354;48477;Hörstel;Bahnhofstr. 57;16248;5416;37912
1355;49593;Bersenbrueck;Robert Bosch Str. 2a;10840;5420;54200
1356;48282;Emsdetten;Kolpingstr. 2-4;28476;9492;85428
1357;48282;Emsdetten;Borghorster Str. 15;89562;29854;179124
1358;49577;Ankum;Lindenstr. 1;97776;32592;228144
1359;48341;Altenberge;An der alten Molkerei 13;51642;25821;129105
1360;49393;Lohne;Keetstr. 24;5440;2720;19040
1361;48356;Nordwalde;Felix - Fraling- Str. 12;81660;27220;136100
1362;49406;Barnstorf;Niedersachsenweg 25;118494;39498;315984
1363;48432;Rheine-Mesum;Dechant-Römer-Str. 19;76328;38164;228984
1364;48496;Hopsten;Schapener Str. 4;4092;1364;13640
1365;48308;Senden;Bulderner Str. 8;114660;38220;267540
1366;49413;Dinklage;Quakenbrücker Str. 39;79228;39614;356526
1367;48329;Havixbeck;An der Feuerwache 35;32808;16404;98424
1368;49584;Fürstenau;Werner-von-Siemens-Str. 1;2736;1368;12312
1369;48565;Steinfurt-Borghorst;Altenberger Str. 5;10952;5476;49284
1370;49377;Vechta;Oldenburger Str. 19-21;45210;15070;150700
1371;48431;Rheine;Otto-Bergmeyer-Str. 1;35646;17823;142584
1372;48432;Rheine-Schottok;Bonifatiusstr. 234A;27440;13720;82320
1373;49456;Bakum;Südholter Str. 3;53547;17849;124943
1374;48480;Spelle;Ringstr. 37;32976;16488;98928
1375;49610;Quakenbrück;Bürgerstr. 8;111375;37125;371250
1376;48301;Nottuln;Appelhülsener Str. 3;46784;23392;163744
1377;48249;Dülmen-Buldern;Gewerbestr. 1;5508;2754;22032
1378;48485;Neuenkirchen;Zum Thie 6;77168;38584;347256
1379;48565;Steinfurt-Burgsteinfurt;Baumgarten 1;45507;15169;106183
1380;49832;Freren;Neuer Markt;62100;20700;124200
1381;49424;Goldenstedt;Hauptstr. 71;60764;30382;151910
1382;48612;Horstmar;Bahnhofstr. 38;35932;17966;179660
1383;44534;Lünen-Nordlünen;Schützenstr. 8;107874;35958;251706
1384;44532;Lünen-Horstmar;Niederadener Str. 29;112104;37368;298944
1385;44319;Dortmund-Husen;Husener Str. 48;22160;11080;55400
1386;48727;Billerbeck;Industriestr. 4;30492;15246;121968
1387;44532;Lünen;Bergstr. 3;8322;2774;24966
1388;44319;Dortmund-Wickede;Eichwaldstr. 5;41640;13880;97160
1389;44534;Lünen-Alstedde;Alstedder Str. 169-171;104175;34725;208350
1390;49632;Essen/ Oldenburg;Cloppenburger Str. 2;38920;19460;97300
1391;48499;Salzbergen;Freiherr-von-Twickel-Str. 2;4173;1391;11128
1392;44328;Dortmund-Scharnhorst;Droote 66;112752;37584;375840
1393;44328;Dortmund-Scharnhorst;Droote 2;54327;18109;181090
1394;48249;Dülmen;Münsterstr. 150;27880;13940;97580
1395;44309;Dortmund-Brackel;Brackeler Hellweg 154-156;66960;33480;267840
1396;44289;Dortmund-Sölde;Sölder Str. 143;27920;13960;69800
1397;48249;Dülmen;Hüttenweg 4;12573;4191;20955
1398;44536;Lünen-Brambauer;Mengeder Str. 53-55;64308;32154;225078
1399;45731;Waltrop;Leveringhäuser Str. 29;39172;19586;117516
1400;49685;Emstek;Halener Str. 23;58800;29400;176400
1401;44339;Dortmund-Eving;Deutsche Str. 22;50436;25218;126090
1402;44143;Dortmund-Körne;Kaiserstr. 182-190;37854;12618;75708
1403;44145;Dortmund;Borsigstr. 6;39284;19642;157136
1404;48488;Emsbüren;Bahnhofstr. 25;80028;26676;240084
1405;49624;Löningen;Meerdorfer Str. 6;39340;19670;98350
1406;49624;Löningen;Bahnhofsallee 6;75924;25308;227772
1407;48607;Ochtrup;Laurenzstr. 9;75978;37989;265923
1408;45711;Datteln;Wiesenstr. 6A;33792;11264;101376
1409;44145;Dortmund-Mitte;Münsterstr. 51;126810;42270;253620
1410;44137;Dortmund;Erwinstr. 47;78960;39480;394800
1411;48465;Schüttorf;Graf-Egbert-Str. 17;2822;1411;11288
1412;44147;Dortmund-Mitte;Schützenstr. 126;80484;26828;134140
1413;49661;Cloppenburg;Emsteker Str. 63;105975;35325;353250
1414;49661;Cloppenburg;Warthestr. 24;70700;35350;318150
1415;49661;Cloppenburg;Eschstraße;70750;35375;353750
1416;48653;Coesfeld;Rekener Str. 67;12744;4248;25488
1417;49688;Lastrup;Ladestr. 1;12753;4251;29757
1418;44369;Dortmund-Huckarde;Huckarder Allee 27;97842;32614;163070
1419;45711;Datteln;Walter-Sauer-Str. 1;119196;39732;238392
1420;44357;Dortmund-Oestrich;Königshalt 36;8520;2840;14200
1421;48720;Rosendahl;Legdener Str. 4;34104;17052;170520
1422;44137;Dortmund-Kreuzviertel;Tremoniastr. 26;28440;14220;113760
1423;44149;Dortmund-Dorstfeld;Arminiusstr. 51;81111;27037;135185
1424;44357;Dortmund-Bodelschwingh;Bodelschwingher Str. 144;119616;39872;358848
1425;49811;Lingen-Laxten;Am Laxtener Esch 1;79800;39900;199500
1426;44225;Dortmund-Brünninghausen;Hagener Str. 16;31372;15686;109802
1427;44149;Dortmund-Dorstfeld;Vogelpothsweg 6;5708;2854;17124
1428;45739;Oer-Erkenschwick;Ludwigstr. 66;4284;1428;14280
1429;48455;Bad Bentheim;Rheiner Str. 7A;34296;11432;91456
1430;45721;Haltern am See;Münsterstr. 77;8580;2860;28600
1431;49808;Lingen-Darme;Lindenstr. 3-11;34344;11448;91584
1432;48619;Heek;Gleisweg 3;85920;28640;257760
1433;44579;Castrop-Rauxel;Wartburgstr. 217-219;51588;17196;171960
1434;45721;Haltern am See;Lorenkamp 1;8604;2868;17208
1435;44225;Dortmund-Hombruch;Kieferstr. 19-21;37310;18655;149240
1436;44579;Castrop-Rauxel;Siemensstr. 13;5744;2872;28720
1437;45739;Oer-Erkenschwick;An der Feuerwache 1;112086;37362;336258
1438;45665;Recklinghausen-Suderwich;Sachsenstr. 101B;31636;15818;94908
1439;49696;Molbergen;Cloppenburger Str. 33;30219;10073;60438
1440;49740;Haselünne;Lähdener Str. 25;17280;8640;69120
1441;44577;Castrop-Rauxel;Dortmunder Str. 185;116721;38907;350163
1442;49808;Lingen-Tolenkamp;Meppener Str. 129;74984;37492;224952
1443;44575;Castrop-Rauxel;Wittener Str. 92;30303;10101;90909
1444;19055;Schwerin-Altstadt;Grüne Str. 23;43320;21660;151620
1445;44579;Castrop-Rauxel;Westring 206;60690;20230;121380
1446;49835;Wietmarschen-Lohne;Am Hermelinghof 2;14460;7230;72300
1447;45665;Recklinghausen-Ost;Castroper Str. 136;26046;8682;86820
1448;48599;Gronau;Vereinsstr. 177-185;78192;26064;208512
1449;44628;Herne-Horsthausen;Paul-Gerhardt-Str. 2;95634;31878;191268
1450;48599;Gronau-Epe;Gronauer Str. 120;30450;10150;101500
1451;45663;Recklinghausen-Süd;Berghäuser Str. 1;60942;30471;274239
1452;44805;Bochum-Gerthe;Amtmann-Ibing-Str. 7;82764;27588;193116
1453;45772;Marl-Hüls;Victoriastr. 99;108975;36325;181625
1454;48712;Gescher;Bahnhofstr. 52-54;78516;26172;261720
1455;48683;Ahaus;Wessumer Str. 67-69;82935;27645;276450
1456;45657;Recklinghausen-West;Hertener Str. 100;4368;1456;11648
1457;44791;Bochum;Am Einkaufszentrum;61194;20398;122388
1458;45661;Recklinghausen-Süd;Bochumer Str. 222;46656;23328;233280
1459;48599;Gronau-West;Königstr. 62-64;83163;27721;221768
1460;44649;Herne;Roonstraße14;58400;29200;146000
1461;44629;Herne-Baukau Ost;Roonstr. 14;17532;8766;87660
1462;44892;Bochum-Langendreer;Ümminger Str. 10-14;100878;33626;336260
1463;44623;Herne-Mitte;Sodinger Str. 14;26334;8778;79002
1464;49681;Garrel;Hauptstr. 96;105408;35136;281088
1465;49757;Werlte;Hauptstr. 63-65;87900;43950;307650
1466;45701;Herten-Disteln;Kaiserstr. 223;4398;1466;14660
1467;46342;Velen;Alte Gärtnerei 5;52812;26406;264060
1468;49744;Geeste-Dalum;Meppener Str. 6A;67528;33764;303876
1469;49774;Geeste-Dalum;Meppener Str. 6a;132210;44070;264420
1470;48529;Nordhorn-Blanke;Heideweg 53;48510;16170;161700
1471;45770;Marl-Zentrum;Bergstr. 223-225;8826;4413;44130
1472;45772;Marl-Brassert;Dümmer Weg 201;41216;20608;185472
1473;44803;Bochum-Laer;Sudbeckenpfad 1;83961;27987;223896
1474;44625;Herne-Süd;Südstr. 75;79596;39798;238788
1475;48531;Nordhorn-Deegfeld;Am Eichenhain 2;38350;19175;153400
1476;45701;Herten-Langenbochum;Feldstr. 212;11808;5904;59040
1477;45699;Herten-Mitte;Paschenbergstr. 1;23632;11816;59080
1478;44807;Bochum-Grumme;Vierhausstr. 110;39906;13302;133020
1479;45699;Herten-Süd;Ewaldstr. 244;59160;29580;266220
1480;44625;Herne-Holsterhausen;Holsterhauser str. 91;82880;41440;248640
1481;44652;Herne-Wanne;Holsterhauser Str. 59;77012;38506;192530
1482;48527;Nordhorn-Blumensiedlung;Borkener Hof 6;44460;14820;118560
1483;49716;Meppen-Nödike;Fürstenbergstr. 54;77116;38558;308464
1484;44809;Bochum-Hofstede;Poststr. 70-72;102396;34132;341320
1485;44649;Herne-Wanne;Karolinen Str. 8;17820;5940;59400
1486;45892;Gelsenkirchen-Resse;Engelbertstr. 47;20804;10402;83216
1487;44649;Herne-Wanne;Hammerschmidt Str. 76;2974;1487;7435
1488;44787;Bochum-Mitte;Konrad-Adenauer-Platz 5-6;129456;43152;258912
1489;46286;Dorsten-Wulfen;Am Brauturm 16;14890;7445;67005
1490;44809;Bochum-Hamme;Freudenbergstr. 6;47680;23840;119200
1491;45701;Herten-Westerholt;Bahnhofstr. 140-142;111825;37275;186375
1492;48703;Stadtlohn;Grabenstr. 1-5;134280;44760;358080
1493;46359;Heiden;Im Kiwitt 31;71664;23888;191104
1494;46359;Heiden;Industriestr. 1;62748;31374;219618
1495;49751;Sögel;Südstr. 7;89700;29900;209300
1496;44793;Bochum-Stahlhausen;Kohlenstr. 190;53856;26928;161568
1497;49716;Meppen-Esterfeld;Versener Str. 48;98802;32934;329340
1498;45889;Gelsenkirchen-Bismarck;Grimbergstr. 2;112350;37450;374500
1499;46282;Dorsten-Feldmark;Marler Str. 137;44970;22485;112425
1500;44866;Bochum-Wattenscheid;Heidestr. 99;30000;15000;150000
1501;45888;Gelsenkirchen-Bulmke;Wanner Str. 155;6004;3002;24016
1502;44866;Bochum-Günnigfeld;Günnigfelder Str. 39;75100;37550;225300
1503;46354;Südlohn;Am großen Busch 4;126252;42084;420840
1504;45886;Gelsenkirchen-Ückendorf;Festweg 1A;21056;10528;63168
1505;45894;Gelsenkirchen-Buer;Vinckestr. 19;31605;10535;63210
1506;44866;Bochum-Wattenscheid;Lyrenstr. 9;18072;9036;54216
1507;45881;Gelsenkirchen-Schalke;Gewerkenstr. 4;27126;9042;81378
1508;45881;Gelsenkirchen-Schalke;Uferstr. 3;90480;30160;180960
1509;46284;Dorsten-Holsterhausen;Borkener Str. 43;31689;10563;52815
1510;45879;Gelsenkirchen-Neustadt;Bokermühlstr. 9;48320;24160;241600
1511;45527;Hattingen-Holthausen;Zum Ludwigstal 60;15110;7555;37775
